id,identifier,height,weight,base_experience,type_slot_1_identifier,type_slot_2_identifier,stats_hp,stats_attack,stats_defense,stats_special-attack,stats_special-defense,stats_speed,generation,aura_color,description
439,mime-jr,6,130,62,psychic,fairy,20,25,45,70,90,60,4,pink,It habitually mimics foes. Once mimicked， the foe cannot take its eyes off this Pokémon.
440,happiny,6,244,110,normal,,100,5,5,15,65,30,4,pink,It carefully carries a round， white rock that it thinks is an egg. It’s bothered by how curly its hair looks.
441,chatot,5,19,144,normal,flying,76,65,45,92,42,91,4,black,It can learn and speak human words. If they gather， they all learn the same saying.
442,spiritomb,10,1080,170,ghost,dark,50,92,108,92,108,35,4,purple,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.
443,gible,7,205,60,dragon,ground,58,70,45,40,45,42,4,blue,It nests in small， horizontal holes in cave walls. It pounces to catch prey that stray too close.
444,gabite,14,560,144,dragon,ground,68,90,65,50,55,82,4,blue,As it digs to expand its nest， it habitually digs up gems that it then hoards in its nest.
445,garchomp,19,950,270,dragon,ground,108,130,95,80,85,102,4,blue,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.
446,munchlax,6,1050,78,normal,,135,85,40,40,85,5,4,black,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.
447,riolu,7,202,57,fighting,,40,70,40,35,40,60,4,blue,The aura that emanates from its body intensifies to alert others if it is afraid or sad.
448,lucario,12,540,184,fighting,steel,70,110,70,115,70,90,4,blue,By reading the auras of all things， it can tell how others are feeling from over half a mile away.
449,hippopotas,8,495,66,ground,,68,72,78,38,42,32,4,brown,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.
450,hippowdon,20,3000,184,ground,,108,112,118,68,72,47,4,brown,It blasts internally stored sand from ports on its body to create a towering twister for attack.
451,skorupi,8,120,66,poison,bug,40,50,90,30,55,65,4,purple,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.
452,drapion,13,615,175,poison,dark,70,90,110,60,75,95,4,purple,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.
453,croagunk,7,230,60,poison,fighting,48,61,40,61,40,50,4,blue,Inflating its poison sacs， it fills the area with an odd sound and hits flinching opponents with a poison jab.
454,toxicroak,13,444,172,poison,fighting,83,106,65,86,65,85,4,blue,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.
455,carnivine,14,270,159,grass,,74,100,72,90,72,46,4,green,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.
456,finneon,4,70,66,water,,49,49,56,49,61,66,4,blue,After long exposure to sunlight， the patterns on its tail fins shine vividly when darkness arrives.
457,lumineon,12,240,161,water,,69,69,76,69,86,91,4,blue,To avoid detection by predators， it crawls along the seafloor using the two fins on its chest.
458,mantyke,10,650,69,water,flying,45,20,50,60,120,50,4,blue,When it swims close to the surface of the ocean， people aboard ships are able to observe the pattern on its back.
459,snover,10,505,67,grass,ice,60,62,50,62,60,40,4,blue,In the spring， it grows berries with the texture of frozen treats around its belly.
460,abomasnow,22,1355,173,grass,ice,90,92,75,92,85,60,4,blue,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.
461,weavile,11,340,179,dark,ice,70,120,65,45,85,125,4,black,They live in cold regions， forming groups of four or five that hunt prey with impressive coordination.
462,magnezone,12,1800,241,electric,steel,70,70,115,130,90,60,4,gray,It evolved from exposure to a special magnetic field. Three units generate magnetism.
463,lickilicky,17,1400,180,normal,,110,85,95,80,95,50,4,pink,Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.
464,rhyperior,24,2828,241,ground,rock,115,140,130,55,55,40,4,gray,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.
465,tangrowth,20,1286,187,grass,,100,100,125,110,50,50,4,blue,Its vines grow so profusely that， in the warm season， you can’t even see its eyes.
466,electivire,18,1386,243,electric,,75,123,67,95,85,95,4,yellow,It pushes the tips of its two tails against the foe， then lets loose with over 20，000 volts of power.
467,magmortar,16,680,243,fire,,75,95,67,125,95,83,4,red,It blasts fireballs of over 3，600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.
468,togekiss,15,380,245,fairy,flying,85,50,95,120,115,80,4,blue,It shares many blessings with people who respect one another’s rights and avoid needless strife.
469,yanmega,19,515,180,bug,flying,86,76,86,116,56,95,4,green,This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.
470,leafeon,10,255,184,grass,,65,110,130,60,65,95,4,green,Just like a plant， it uses photosynthesis. As a result， it is always enveloped in clear air.
471,glaceon,8,259,184,ice,,65,60,110,130,95,65,4,blue,It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.
472,gliscor,20,425,179,ground,flying,75,95,125,45,75,95,4,purple,Its flight is soundless. It uses its lengthy tail to carry off its prey... Then its elongated fangs do the rest.
473,mamoswine,25,2910,239,ice,ground,110,130,80,70,60,80,4,brown,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.
474,porygon-z,9,340,241,normal,,85,80,70,135,75,90,4,red,Its programming was modified to enable it to travel through alien dimensions. Seems there might have been an error...
475,gallade,16,520,233,psychic,fighting,68,125,65,65,115,80,4,blue,A master of courtesy and swordsmanship， it fights using extending swords on its elbows.
476,probopass,14,3400,184,rock,steel,60,55,145,75,150,40,4,gray,It freely controls three small units called Mini-Noses using magnetic force.
477,dusknoir,22,1066,236,ghost,,45,100,135,65,135,45,4,black,The antenna on its head captures radio waves from the world of spirits that command it to take people there.
478,froslass,13,266,168,ice,ghost,70,80,70,80,70,110,4,blue,Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.
479,rotom,3,3,154,electric,ghost,50,50,77,95,77,91,4,red,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
480,uxie,3,3,261,psychic,,75,75,130,75,130,95,4,yellow,It is said that its emergence gave humans the intelligence to improve their quality of life.
481,mesprit,3,3,261,psychic,,80,105,105,105,105,80,4,pink,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.
482,azelf,3,3,261,psychic,,75,125,70,125,70,115,4,blue,It is thought that Uxie， Mesprit， and Azelf all came from the same egg.
483,dialga,54,6830,306,steel,dragon,100,120,120,150,100,90,4,blue,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.
484,palkia,42,3360,306,water,dragon,90,120,100,150,120,100,4,purple,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.
485,heatran,17,4300,270,fire,steel,91,90,106,130,106,77,4,brown,Boiling blood， like magma， circulates through its body. It makes its dwelling place in volcanic caves.
486,regigigas,37,4200,302,normal,,110,160,110,80,110,100,4,blue,There is an enduring legend that states this Pokémon towed continents with ropes.
487,giratina-altered,45,7500,306,ghost,dragon,150,100,120,100,120,90,4,black,It was banished for its violence. It silently gazed upon the old world from the Distortion World.
488,cresselia,15,856,270,psychic,,120,70,120,75,130,85,4,yellow,Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.
489,phione,4,31,216,water,,80,80,80,80,80,80,4,blue,It drifts in warm seas. It always returns to where it was born， no matter how far it may have drifted.
490,manaphy,3,14,270,water,,100,100,100,100,100,100,4,blue,It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.
491,darkrai,15,505,270,dark,,70,90,90,135,90,125,4,black,It can lull people to sleep and make them dream. It is active during nights of the new moon.
492,shaymin-land,2,21,270,grass,,100,100,100,100,100,100,4,green,The blooming of Gracidea flowers confers the power of flight upon it. Feelings of gratitude are the message it delivers.
493,arceus,32,3200,324,normal,,120,120,120,120,120,120,4,gray,It is told in mythology that this Pokémon was born before the universe even existed.
494,victini,4,40,270,psychic,fire,100,100,100,100,100,100,5,yellow,When it shares the infinite energy it creates， that being’s entire body will be overflowing with power.
495,snivy,6,81,62,grass,,45,45,55,45,55,63,5,green,They photosynthesize by bathing their tails in sunlight. When they are not feeling well， their tails droop.
496,servine,8,160,145,grass,,60,60,75,60,75,83,5,green,When it gets dirty， its leaves can’t be used in photosynthesis， so it always keeps itself clean.
497,serperior,33,630,238,grass,,75,75,95,75,95,113,5,green,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.
498,tepig,5,99,62,fire,,65,63,45,45,45,45,5,red,It loves to eat roasted berries， but sometimes it gets too excited and burns them to a crisp.
499,pignite,10,555,146,fire,fighting,90,93,55,70,55,55,5,red,When its internal fire flares up， its movements grow sharper and faster. When in trouble， it emits smoke.
500,emboar,16,1500,238,fire,fighting,110,123,65,100,65,65,5,red,It has mastered fast and powerful fighting moves. It grows a beard of fire.
501,oshawott,5,59,62,water,,55,55,45,63,45,45,5,blue,It fights using the scalchop on its stomach. In response to an attack， it retaliates immediately by slashing.
502,dewott,8,245,145,water,,75,75,60,83,60,60,5,blue,As a result of strict training， each Dewott learns different forms for using the scalchops.
503,samurott,15,946,238,water,,95,100,85,108,70,70,5,blue,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.
504,patrat,5,116,51,normal,,45,55,39,35,39,42,5,brown,Extremely cautious， one of them will always be on the lookout， but it won’t notice a foe coming from behind.
505,watchog,11,270,147,normal,,60,85,69,60,69,77,5,brown,When they see an enemy， their tails stand high， and they spit the seeds of berries stored in their cheek pouches.
506,lillipup,4,41,55,normal,,45,60,45,25,45,55,5,brown,Though it is a very brave Pokémon， it’s also smart enough to check its foe’s strength and avoid battle.
507,herdier,9,147,130,normal,,65,80,65,35,65,60,5,gray,It has black， cape-like fur that is very hard and decreases the amount of damage it receives.
508,stoutland,12,610,225,normal,,85,110,90,45,90,80,5,gray,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.
509,purrloin,4,101,56,dark,,41,50,37,50,37,66,5,purple,They steal from people for fun， but their victims can’t help but forgive them. Their deceptively cute act is perfect.
510,liepard,11,375,156,dark,,64,88,50,88,50,106,5,purple,Stealthily， it sneaks up on its target， striking from behind before its victim has a chance to react.
511,pansage,6,105,63,grass,,50,53,48,53,48,64,5,green,It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.
512,simisage,11,305,174,grass,,75,98,63,98,63,101,5,green,Ill tempered， it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.
513,pansear,6,110,63,fire,,50,53,48,53,48,64,5,red,This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.
514,simisear,10,280,174,fire,,75,98,63,98,63,101,5,red,When it gets excited， embers rise from its head and tail and it gets hot. For some reason， it loves sweets.
515,panpour,6,135,63,water,,50,53,48,53,48,64,5,blue,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.
516,simipour,10,290,174,water,,75,98,63,98,63,101,5,blue,It prefers places with clean water. When its tuft runs low， it replenishes it by siphoning up water with its tail.
517,munna,6,233,58,psychic,,76,25,45,67,55,24,5,pink,It eats the dreams of people and Pokémon. When it eats a pleasant dream， it expels pink-colored mist.
518,musharna,11,605,170,psychic,,116,55,85,107,95,29,5,pink,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.
519,pidove,3,21,53,normal,flying,50,55,50,36,30,43,5,gray,These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.
520,tranquill,6,150,125,normal,flying,62,77,62,50,42,65,5,gray,No matter where in the world it goes， it knows where its nest is， so it never gets separated from its Trainer.
521,unfezant,12,290,220,normal,flying,80,115,80,65,55,93,5,gray,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.
522,blitzle,8,298,59,electric,,45,60,32,50,32,76,5,black,Its mane shines when it discharges electricity. They use the frequency and rhythm of these flashes to communicate.
523,zebstrika,16,795,174,electric,,75,100,63,80,63,116,5,black,They have lightning-like movements. When Zebstrika run at full speed， the sound of thunder reverberates.
524,roggenrola,4,180,56,rock,,55,75,85,25,25,15,5,blue,They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core.
525,boldore,9,1020,137,rock,,70,105,105,50,40,20,5,blue,When it is healthy， its core sticks out. Always facing the same way， it swiftly moves front to back and left to right.
526,gigalith,17,2600,232,rock,,85,135,130,60,80,25,5,blue,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.
527,woobat,4,21,63,psychic,flying,55,45,43,55,43,72,5,blue,The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.
528,swoobat,9,105,149,psychic,flying,67,57,55,77,55,114,5,blue,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.
529,drilbur,3,85,66,ground,,60,85,40,30,45,68,5,gray,By spinning its body， it can dig straight through the ground at a speed of 30 mph.
530,excadrill,7,404,178,ground,steel,110,135,60,50,65,88,5,gray,More than 300 feet below the surface， they build mazelike nests. Their activity can be destructive to subway tunnels.
531,audino,11,310,390,normal,,103,60,86,60,86,50,5,pink,It touches others with the feelers on its ears， using the sound of their heartbeats to tell how they are feeling.
532,timburr,6,125,61,fighting,,75,80,55,25,35,35,5,gray,Always carrying squared logs， they help out with construction. As they grow， they carry bigger logs.
533,gurdurr,12,400,142,fighting,,85,105,85,40,50,40,5,gray,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
534,conkeldurr,14,870,227,fighting,,105,140,95,55,65,45,5,brown,Rather than rely on force， they master moves that utilize the centrifugal force of spinning concrete.
535,tympole,5,45,59,water,,50,50,40,50,40,64,5,blue,By vibrating its cheeks， it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk.
536,palpitoad,8,170,134,water,ground,75,65,55,65,55,69,5,blue,It lives in the water and on land. It uses its long， sticky tongue to immobilize its opponents.
537,seismitoad,15,620,229,water,ground,105,95,75,85,75,74,5,blue,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.
538,throh,13,555,163,fighting,,120,100,85,30,85,45,5,red,When it encounters a foe bigger than itself， it wants to throw it. It changes belts as it gets stronger.
539,sawk,14,510,163,fighting,,75,125,75,30,75,85,5,blue,Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.
540,sewaddle,3,25,62,bug,grass,45,53,70,40,60,42,5,yellow,Since this Pokémon makes its own clothes out of leaves， it is a popular mascot for fashion designers.
541,swadloon,5,73,133,bug,grass,55,63,90,50,80,42,5,green,It protects itself from the cold by wrapping up in leaves. It stays on the move， eating leaves in forests.
542,leavanny,12,205,225,bug,grass,75,103,80,70,80,92,5,yellow,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.
543,venipede,4,53,52,bug,poison,30,45,59,30,39,57,5,red,Its bite injects a potent poison， enough to paralyze large bird Pokémon that try to prey on it.
544,whirlipede,12,585,126,bug,poison,40,55,99,40,79,47,5,gray,It is usually motionless， but when attacked， it rotates at high speed and then crashes into its opponent.
545,scolipede,25,2005,218,bug,poison,60,100,89,55,69,112,5,red,With quick movements， it chases down its foes， attacking relentlessly with its horns until it prevails.
546,cottonee,3,6,56,grass,fairy,40,27,60,37,50,66,5,green,Perhaps because they feel more at ease in a group， they stick to others they find. They end up looking like a cloud.
547,whimsicott,7,66,168,grass,fairy,60,67,85,77,75,116,5,green,Like the wind， it can slip through any gap， no matter how small. It leaves balls of white fluff behind.
548,petilil,5,66,56,grass,,45,35,50,70,50,30,5,green,Since they prefer moist， nutrient-rich soil， the areas where Petilil live are known to be good for growing plants.
549,lilligant,11,163,168,grass,,70,60,75,110,75,90,5,green,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.
550,basculin-red-striped,10,180,161,water,,70,92,65,80,55,98,5,green,Red and blue Basculin usually do not get along， but sometimes members of one school mingle with the other’s school.
551,sandile,7,152,58,ground,dark,50,72,35,35,35,65,5,brown,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.
552,krokorok,10,334,123,ground,dark,60,82,45,45,45,74,5,brown,The special membrane covering its eyes can sense the heat of objects， so it can see its surroundings even in darkness.
553,krookodile,15,963,234,ground,dark,95,117,80,65,70,92,5,red,They never allow prey to escape. Their jaws are so powerful， they can crush the body of an automobile.
554,darumaka,6,375,63,fire,,70,90,45,15,45,50,5,red,When it sleeps， it pulls its limbs into its body and its internal fire goes down to 1，100 degrees Fahrenheit.
555,darmanitan-standard,13,929,168,fire,,105,140,55,30,55,95,5,red,Its internal fire burns at 2，500 degrees Fahrenheit， making enough power that it can destroy a dump truck with one punch.
556,maractus,10,280,161,grass,,75,86,67,106,67,60,5,green,Arid regions are their habitat. They move rhythmically， making a sound similar to maracas.
557,dwebble,3,145,65,bug,rock,50,65,85,35,35,55,5,red,When it finds a stone of a suitable size， it secretes a liquid from its mouth to open up a hole to crawl into.
558,crustle,14,2000,166,bug,rock,70,95,125,65,75,45,5,red,Competing for territory， Crustle fight viciously. The one whose boulder is broken is the loser of the battle.
559,scraggy,6,118,70,dark,fighting,50,75,70,35,70,48,5,yellow,Proud of its sturdy skull， it suddenly headbutts everything， but its weight makes it unstable， too.
560,scrafty,11,300,171,dark,fighting,65,90,115,45,115,58,5,red,It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader.
561,sigilyph,14,140,172,psychic,flying,72,58,80,103,80,97,5,black,The guardians of an ancient city， they always fly the same route while keeping watch for invaders.
562,yamask,5,15,61,ghost,,38,30,85,55,65,30,5,black,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.
563,cofagrigus,17,765,169,ghost,,58,50,145,95,105,30,5,yellow,Grave robbers who mistake them for real coffins and get too close end up trapped inside their bodies.
564,tirtouga,7,165,71,water,rock,54,78,103,53,45,22,5,blue,Restored from a fossil， this Pokémon can dive to depths beyond half a mile.
565,carracosta,12,810,173,water,rock,74,108,133,83,65,32,5,blue,It could knock out a foe with a slap from one of its developed front appendages and chew it up， shell or bones and all.
566,archen,5,95,71,rock,flying,55,112,45,74,45,70,5,yellow,Said to be an ancestor of bird Pokémon， they were unable to fly and moved about by hopping from one branch to another.
567,archeops,14,320,177,rock,flying,75,140,65,112,65,110,5,yellow,It runs better than it flies. It takes off into the sky by running at a speed of 25 mph.
568,trubbish,6,310,66,poison,,50,50,62,40,62,65,5,green,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.
569,garbodor,19,1073,166,poison,,80,95,82,60,82,75,5,green,Consuming garbage makes new kinds of poison gases and liquids inside their bodies.
570,zorua,7,125,66,dark,,40,65,40,80,40,65,5,gray,To protect themselves from danger， they hide their true identities by transforming into people and Pokémon.
571,zoroark,16,811,179,dark,,60,105,60,120,60,105,5,gray,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.
572,minccino,4,58,60,normal,,55,50,40,40,40,75,5,gray,These Pokémon prefer a tidy habitat. They are always sweeping and dusting， using their tails as brooms.
573,cinccino,5,75,165,normal,,75,95,60,65,60,115,5,gray,Cinccino’s body is coated in a special oil that helps it deflect attacks， such as punches.
574,gothita,4,58,58,psychic,,45,30,50,55,65,45,5,purple,They intently observe both Trainers and Pokémon. Apparently， they are looking at something that only Gothita can see.
575,gothorita,7,180,137,psychic,,60,45,70,75,85,55,5,purple,According to many old tales， it creates friends for itself by controlling sleeping children on starry nights.
576,gothitelle,15,440,221,psychic,,70,55,95,95,110,65,5,purple,They can predict the future from the placement and movement of the stars. They can see Trainers’ life spans.
577,solosis,3,10,58,psychic,,45,30,40,105,50,20,5,green,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.
578,duosion,6,80,130,psychic,,65,40,50,125,60,30,5,green,When their two divided brains think the same thoughts， their psychic power is maximized.
579,reuniclus,10,201,221,psychic,,110,65,75,125,85,30,5,green,When Reuniclus shake hands， a network forms between their brains， increasing their psychic power.
580,ducklett,5,55,61,water,flying,62,44,50,44,50,55,5,blue,They are better at swimming than flying， and they happily eat their favorite food， peat moss， as they dive underwater.
581,swanna,13,242,166,water,flying,75,87,63,87,63,98,5,blue,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.
582,vanillite,4,57,61,ice,,36,50,50,65,60,44,5,blue,This Pokémon formed from icicles bathed in energy from the morning sun. It sleeps buried in snow.
583,vanillish,11,410,138,ice,,51,65,65,80,75,59,5,blue,Snowy mountains are this Pokémon’s habitat. During an ancient ice age， they moved to southern areas.
584,vanilluxe,13,575,241,ice,,71,95,85,110,95,79,5,blue,Swallowing large amounts of water， they make snow clouds inside their bodies and， when angry， cause violent blizzards.
585,deerling,6,195,67,normal,grass,60,60,50,40,50,75,5,yellow,The turning of the seasons changes the color and scent of this Pokémon’s fur. People use it to mark the seasons.
586,sawsbuck,19,925,166,normal,grass,80,100,70,60,70,95,5,brown,They migrate according to the seasons， so some people call Sawsbuck the harbingers of spring.
587,emolga,4,50,150,electric,flying,55,75,60,75,60,103,5,blue,The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.
588,karrablast,5,59,63,bug,,50,75,45,40,45,60,5,blue,For some reason they evolve when they receive electrical energy while they are attacking Shelmet.
589,escavalier,10,330,173,bug,steel,70,135,105,60,105,20,5,gray,These Pokémon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body.
590,foongus,2,10,59,grass,poison,69,55,45,55,55,15,5,blue,It lures Pokémon with its pattern that looks just like a Poké Ball， then releases poison spores.
591,amoonguss,6,105,162,grass,poison,114,85,70,85,80,30,5,blue,It lures prey close by dancing and waving its arm caps， which resemble Poké Balls， in a swaying motion.
592,frillish,12,330,67,water,ghost,55,40,50,65,85,40,5,blue,If its veil-like arms stun and wrap a foe， that foe will be dragged miles below the surface， never to return.
593,jellicent,22,1350,168,water,ghost,100,60,70,85,105,60,5,blue,The fate of the ships and crew that wander into Jellicent’s habitat: all sunken， all lost， all vanished.
594,alomomola,12,316,165,water,,165,75,80,40,45,65,5,pink,It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.
595,joltik,1,6,64,bug,electric,50,47,50,57,50,65,5,yellow,They attach themselves to large-bodied Pokémon and absorb static electricity， which they store in an electric pouch.
596,galvantula,8,143,165,bug,electric,70,77,60,97,60,108,5,yellow,When attacked， they create an electric barrier by spitting out many electrically charged threads.
597,ferroseed,6,188,61,grass,steel,44,50,91,24,86,10,5,gray,It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.
598,ferrothorn,10,1100,171,grass,steel,74,94,131,54,116,20,5,gray,They attach themselves to cave ceilings， firing steel spikes at targets passing beneath them.
599,klink,3,210,60,steel,,40,55,70,45,60,30,5,gray,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
600,klang,6,510,154,steel,,60,80,95,70,85,50,5,gray,A minigear and big gear comprise its body. If the minigear it launches at a foe doesn’t return， it will die.
601,klinklang,6,810,234,steel,,60,100,115,70,85,90,5,gray,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.
602,tynamo,2,3,55,electric,,35,55,40,45,40,60,5,blue,One alone can emit only a trickle of electricity， so a group of them gathers to unleash a powerful electric shock.
603,eelektrik,12,220,142,electric,,65,85,70,75,70,40,5,blue,These Pokémon have a big appetite. When they spot their prey， they attack it and paralyze it with electricity.
604,eelektross,21,805,232,electric,,85,115,80,105,80,50,5,blue,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
605,elgyem,5,90,67,psychic,,55,55,55,85,55,30,5,blue,Rumors of its origin are linked to a UFO crash site in the desert 50 years ago.
606,beheeyem,10,345,170,psychic,,75,75,75,125,95,40,5,brown,It uses psychic power to control an opponent’s brain and tamper with its memories.
607,litwick,3,31,55,ghost,fire,50,30,55,65,55,20,5,blue,Litwick shines a light that absorbs the life energy of people and Pokémon， which becomes the fuel that it burns.
608,lampent,6,130,130,ghost,fire,60,40,60,95,60,55,5,black,It arrives near the moment of death and steals spirit from the body.
609,chandelure,10,343,234,ghost,fire,60,55,90,145,90,80,5,black,The spirits burned up in its ominous flame lose their way and wander this world forever.
610,axew,6,180,64,dragon,,46,87,60,30,40,57,5,green,They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks， a new one grows in quickly.
611,fraxure,10,360,144,dragon,,66,117,70,40,50,67,5,green,A broken tusk will not grow back， so it diligently sharpens its tusks on river rocks after the end of a battle.
612,haxorus,18,1055,243,dragon,,76,147,90,60,70,97,5,yellow,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.
613,cubchoo,5,85,61,ice,,55,70,40,60,40,40,5,blue,Their snot is a barometer of health. When healthy， their snot is sticky and the power of their ice moves increases.
614,beartic,26,2600,170,ice,,95,110,80,70,80,50,5,blue,It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.
615,cryogonal,11,1480,170,ice,,70,50,30,95,135,105,5,blue,They are composed of ice crystals. They capture prey with chains of ice， freezing the prey at -148 degrees Fahrenheit.
616,shelmet,4,77,61,bug,,50,40,85,40,65,25,5,red,It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.
617,accelgor,8,253,173,bug,,80,70,40,100,60,145,5,red,When its body dries out， it weakens. So， to prevent dehydration， it wraps itself in many layers of thin membrane.
618,stunfisk,7,110,165,ground,electric,109,66,84,81,99,32,5,brown,It conceals itself in the mud of the seashore. Then it waits. When prey touch it， it delivers a jolt of electricity.
619,mienfoo,9,200,70,fighting,,45,85,50,55,50,65,5,yellow,In fights， they dominate with onslaughts of flowing， continuous attacks. With their sharp claws， they cut enemies.
620,mienshao,14,355,179,fighting,,65,125,60,95,60,105,5,purple,Using the long fur on its arms like whips， it launches into combo attacks that， once started， no one can stop.
621,druddigon,16,1390,170,dragon,,77,120,90,60,90,48,5,red,It warms its body by absorbing sunlight with its wings. When its body temperature falls， it can no longer move.
622,golett,10,920,61,ground,ghost,59,74,50,35,50,35,5,green,Ancient science fashioned this Pokémon from clay. It’s been active for thousands of years.
623,golurk,28,3300,169,ground,ghost,89,124,80,55,80,55,5,green,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.
624,pawniard,5,102,68,dark,steel,45,85,70,40,40,60,5,red,Ignoring their injuries， groups attack by sinking the blades that cover their bodies into their prey.
625,bisharp,16,700,172,dark,steel,65,125,100,60,70,70,5,red,Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.
626,bouffalant,16,946,172,normal,,95,110,95,40,95,55,5,brown,Their fluffy fur absorbs damage， even if they strike foes with a fierce headbutt.
627,rufflet,5,105,70,normal,flying,70,83,50,37,50,60,5,blue,They will challenge anything， even strong opponents， without fear. Their frequent fights help them become stronger.
628,braviary,15,410,179,normal,flying,100,123,75,57,75,80,5,red,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.
629,vullaby,5,90,74,dark,flying,70,55,75,45,65,60,5,brown,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.
630,mandibuzz,12,395,179,dark,flying,110,65,105,55,95,80,5,brown,Watching from the sky， they swoop to strike weakened Pokémon on the ground. They decorate themselves with bones.
631,heatmor,14,580,169,fire,,85,97,66,105,66,65,5,red,It draws in air through its tail， transforms it into fire， and uses it like a tongue. It melts Durant and eats them.
632,durant,3,330,169,bug,steel,58,109,112,48,48,109,5,gray,They attack in groups， covering themselves in steel armor to protect themselves from Heatmor.
633,deino,8,173,60,dark,dragon,52,65,50,45,50,38,5,blue,Lacking sight， it’s unaware of its surroundings， so it bumps into things and eats anything that moves.
634,zweilous,14,500,147,dark,dragon,72,85,70,65,70,58,5,blue,After it has eaten up all the food in its territory， it moves to another area. Its two heads do not get along.
635,hydreigon,18,1600,270,dark,dragon,92,105,90,125,90,98,5,blue,It responds to movement by attacking. This scary， three-headed Pokémon devours everything in its path!
636,larvesta,11,288,72,bug,fire,55,85,55,50,55,60,5,blue,The base of volcanoes is where they make their homes. They shoot fire from their five horns to repel attacking enemies.
